url,name
https://mega.nz/#!WtIzDQ4J!5rrGgcJdFTZCHLps0POzNpIG-uI3RHl8j77H3GCd4rA,ABAJO
https://mega.nz/#!29Z3GSZD!A1wJPD8RamBQBCH_6zLv1hpAvh3I6x9mwMPILc-jlKM,AHORA
https://mega.nz/#!ehQVjCyJ!BU6o6KGJMNYP4f4Q2tq1HYsZlWEZVeHHlQuXGt0AxW4,AMANTE
https://mega.nz/#!b9RVRQAK!ZV6U0jsFsEE2-G5cKpzbHao-JHzfAmjIwbyoAri-800,ANTES
https://mega.nz/#!TlJFhaLZ!6xknWYJg2Ek2CyGWKrKLIkkSuTYev8lCac0793qp12g,ASADO
https://mega.nz/#!elJh0SIR!-M0--xgfZksF7f41XIjmtNNNEaf0Y3tNxg1n_1K7KNc,BEBER
https://mega.nz/#!rxBDUIbC!7brgb3-9pBeX5SVZ8nuAWpGN3_83FilOGeUyEcrPTGI,BIENVENIDO
https://mega.nz/#!v0RxUAIY!plSgVFIjsqKTwvAdg5XApJpimCLqzgP9Ka6voDZfJt4,BUENAS TARDES
https://mega.nz/#!fwARiITI!S2iH72IPbCbxdRHEYTQ_gtagRv24Kp32mcbWr1dkBK4,BUENOS DÍAS
https://mega.nz/#!j9B3TK7a!TphCQ3a2dn0qL1_rzc0vHfcb4OjT5I0yNY3jlbVY7NY,ESPOSO
https://mega.nz/#!a4QnmQJY!UCO54y3XivsAcURaAp2zwnti1xf9OFiSrEeUr3ZEBdY,CONCUBINO
https://mega.nz/#!ytBDhAab!FRP8piGUyTXGlNUOC7TBMsCTP_H_kIq9reD_p90fyL8,CONOCER
https://mega.nz/#!msBzkCyI!IxY7_iqa0LI1PxDBEBukDZfpuHug400VsBsohMHNyTw,CORRER
https://mega.nz/#!W4QzFQ6b!-PICfxAHDNx63WYJ0_ZRz5iUjz0Ki0W_ehJGwssLYN0,NOMBRE
https://mega.nz/#!X0RTRSjK!NF4HnMfMTTRgMnFzqPZeVzH0LQTMQr1hnZ0BZRFr1W8,CUMPLEAÑOS
https://mega.nz/#!z4IRlYgL!HK0UDfpyseZXTuxJcVCEAuN4awswB8srOQ8VS07wOvU,DESPERTAR
https://mega.nz/#!KpYjCYia!eB5ky2fCc8BwGyFC3J_tL8XjxfSd_FCcRCGan2WWeP4,DESPUÉS
https://mega.nz/#!nkATVADD!8dNTtN-h33t85hn6SmJiHRVKt_WoqJGjXg6z8Za8fPg,DOMINGO
https://mega.nz/#!XwJXnahY!dTCucf1Nubjbn1qiMgPHaemfoZYgzfK3X0MCSUzmrww,DORMIR
https://mega.nz/#!rlBXgabC!5pzCSIWJ0XsrxZRvvHlaJqQG7O6HeFZDqBXYDlK5YTg,ENAMORADO
https://mega.nz/#!y0BB2KDS!n7Ph_tATyoBnjZiSkrHtVV08FT-gaBvx9arILdJtEaI,ENCANTADO
https://mega.nz/#!61Il3KZb!hdNq3qVFtSrK0-ixX6LeTQN-zMOEImKVLrZpdKlNnas,ENFERMO
https://mega.nz/#!joJhhKbK!dYcwtLk4VANGbMjFgeqOHarKB_y-GTz7AASGgkoejdI,FACÍL
https://mega.nz/#!25YDUSZD!_F5y7rFU38P35V9O7CNkkyRiR4HJKMt6v-BmcDJT3as,FAMILIA
https://mega.nz/#!HxQllYZD!g2zGjUq_oacaAPLy_YITp8sM3JJoXnYPR7eyF7XSsF0,FORMA
https://mega.nz/#!bgY1UARJ!VuGDWPP9R98g7lONv9ya0hTQarB4tgTfwwME4s2nlJs,GATO
https://mega.nz/#!y8RlkazC!i2j7ZkxgjQMBqs4zI8hpk3ABW7Zu8Qxr20E5TVbvsJE,GRATIS
https://mega.nz/#!K1IjSQBY!PGDIvMPFFlUMutPcAo0OlJKvjTSKzJSGv_dPVZ6097U,HAY
https://mega.nz/#!S4IXlAjA!EAi3n98Nvh_SyIVUI6QvJHKU8zlMsyJ-fHfFSswhZHI,HIJO
https://mega.nz/#!y0BxXSID!Xji9aYI3gGGYS0sTnSJPq2VvR81kysC2DgKAU-D4hAs,HOMBRE
https://mega.nz/#!bwBjzIIR!P9ErRKijU7AMAPqT2sUxmOojwRmVEqeZHJjg8gF3LSg,HOY
https://mega.nz/#!vwQRGYiJ!FP8bLPCFEXGj6wT98WOZgCRr5N5hfSH_ZJtaO8Uyac8,IGUAL
https://mega.nz/#!rsBTlYgC!95wgyVBowaIyZC5ALKJ3OlrhSLNfsv1g3ohEw-5eKEM,JUEVES
https://mega.nz/#!G8ZF2ADB!U8ZUyMTLgFVjp8BQmMv5iDJExl4UfUCg2LsWN2sO1wk,LENGUA DE SEÑAS
https://mega.nz/#!DwJzxKBQ!tBn7xTWBSVf0ZXUgfAUcKxZqM3yb2VD58664hDwNcCo,LUNES
https://mega.nz/#!ToAlEQhK!V97QslpDQdm6EQRnoWlQswvK0fd8x_-0wiiCHglXZbg,MAMÁ
https://mega.nz/#!3lJDzKiQ!jsep8yU1JumPx2G0guonoO-CTiXkr7vSXQwsK0htqWo,MAÑANA
https://mega.nz/#!OlRX2Q7T!rdVplYvPOzFSYX9tpE-3XYmoLnsuYyKnQyvg4BZDjwg,MARTES
https://mega.nz/#!KpRjWIxT!GMQY_DiJ2hXbDokcVRDBvY4EEpjKoXgYRim-q2RSjFc,MIÉRCOLES
https://mega.nz/#!6kZX2IJa!VQ_xBURxrGFY35dkT1J4cT91qQOJ0PsGwKkf9DfGNbc,MUJER
https://mega.nz/#!74Qh2QjT!EViuZ_4i48Le5RfDMOzSU855oZiGxCJ6avwkpwT4bK8,NACER
https://mega.nz/#!XkYxSYaC!sXs2DGAZ-b0tYDrQd1Pje5NYQju3MppEryC4Gbny2-A,NIETO
https://mega.nz/#!OoY1kayS!nE9dpgHK08QZWtegwOTFVcYzcQFjpNq1YWwh2kTQcmE,NOhAY
https://mega.nz/#!T4IFlCrD!AOyJDeHr70xCexfSdHleULKAT0Jte2PoVf3fo6DsnSE,NOSOTROS
https://mega.nz/#!6lZlyQxY!C59RX_pmFlpBbOr-fNz5k0PdAUNEKDdFb7Jtq95yOfQ,OTRA VEZ
https://mega.nz/#!60QDnSaD!_FdGZe1LtD6RJENk5D1HbOJQESNesDoc0n8C2cEOJ4U,PAPÁ
https://mega.nz/#!34QXhKKD!tHBxdi7vRU583HEiwqLrKUnpjX0pC6pipGbSYe37evg,PARARSE
https://mega.nz/#!HtR1yIzA!pvSGd8RTjlQZqXm5miJJgDNAKTOgO4kt3ZC3DExu_AU,PEDIR
https://mega.nz/#!ChZzQCqI!cEu95a4gpTjUuDacIGCeKRap3D-sGZcuAjF71PWvw9Q,PERDONAR
https://mega.nz/#!KoYjxCgY!21-fygiHUuZpjFjoonDkSLiAlB7e-Z138qb6oQL570c,PERSONA SORDA
https://mega.nz/#!e9JHDKbR!pd7OyYMdOnF4IEyPDDrzxIfBqixXsQeHtW8zTOnZRU0,PREPARAR
https://mega.nz/#!ulBDlYaJ!vtOjMTfy5AMigEM4vg4sSsMzdnZMAHyvS8yU8MSm63k,QUÉ TAL
https://mega.nz/#!70InxYQZ!CaaFsJa2Ke987PCOzSa4kFXPx2RdgGhF4BGTQQf6QAA,ROBAR
https://mega.nz/#!z1IBiKba!MyQfsY0R_MV8mVHL0RcRKxWBtdgvWIrk6d_kmUvLW7g,SABER
https://mega.nz/#!n5IDUIiZ!cNeCel5Kek4NvexTMtnLq2aPL7ZarrGuvl-SXsZJu3A,SOLTERO
https://mega.nz/#!PkAjTS6b!rNdJ_fKZqf9tloAYWcqAndoSl2z5g0cGmwjspvWxUlY,SOÑAR
https://mega.nz/#!v9IFWShK!QXnMi1l8yc-e5R8otRD7XuRj2vJqjn7VXAEicT429E4,TAMBIÉN
https://mega.nz/#!etJxWAjK!H3lhhxczBv4QEtIxM1qSTlSEBMG1A7oy9CxZZD-wkfs,TAMPOCO
https://mega.nz/#!ThYjjCjB!-QNsYBy8YNE5VpQYoyzKCWKh_vw5Ej_bsamg1Dr3HB0,TERMINAR
https://mega.nz/#!D4ZBkAIR!84bfJIaMHadvMPsvEA9-XDLjKperEXOYIymXx7Y1f6c,TODAVÍA
https://mega.nz/#!mxJRHQjL!Tb1oA0QpQ-5-7sTVtoQnemr712tfmzX2hBi7FKwoSmg,TRABAJAR
https://mega.nz/#!L5YTQK6I!13b_M0GhrnpTqSqrEBb8LZ0QkE5CXKvMk8_tjF6f2KI,TÚ
https://mega.nz/#!CtBVAICJ!ue3vBZLFosqWbQJftw37lzGJOlrClgIm8XIwHqaVDBU,VECINO
https://mega.nz/#!SlIHiACR!GhJz0Cuy9G4gq8XSR3KcKR8YvUDVSRLByrodS7Ec9Mk,VER
https://mega.nz/#!n5BHyazD!yBBEhf62am5OrmFYWtOyxHzE_8GcAt97C0IagrXQRaM,VIERNES
https://mega.nz/#!61ZRgK4D!7fZMLsJXjZL81nfKrfCZ9Or-Ku3MKu5RFeLJLNfDiYE,YO
